Year,구분,A. 시도,B. 시군구,Value
2004,주택-전세,3.인천광역시,남동구,55.4
2005,주택-전세,3.인천광역시,남동구,52.4
2006,주택-전세,3.인천광역시,남동구,55.2
2007,주택-전세,3.인천광역시,남동구,58.2
2008,주택-전세,3.인천광역시,남동구,67.1
2009,주택-전세,3.인천광역시,남동구,67.5
2010,주택-전세,3.인천광역시,남동구,70.4
2011,주택-전세,3.인천광역시,남동구,75.3
2012,주택-전세,3.인천광역시,남동구,76.8
2013,주택-전세,3.인천광역시,남동구,80.9
2014,주택-전세,3.인천광역시,남동구,83.8
2015,주택-전세,3.인천광역시,남동구,87.9
2016,주택-전세,3.인천광역시,남동구,89.6
2017,주택-전세,3.인천광역시,남동구,90.6
2018,주택-전세,3.인천광역시,남동구,90.1
2019,주택-전세,3.인천광역시,남동구,89.2
2020,주택-전세,3.인천광역시,남동구,93.9
2021,주택-전세,3.인천광역시,남동구,103.7
2003,주택-전세,3.인천광역시,동구,83.4
2004,주택-전세,3.인천광역시,동구,71.7
2005,주택-전세,3.인천광역시,동구,72
2006,주택-전세,3.인천광역시,동구,73.5
2007,주택-전세,3.인천광역시,동구,78.3
2008,주택-전세,3.인천광역시,동구,82.5
2009,주택-전세,3.인천광역시,동구,82.2
2010,주택-전세,3.인천광역시,동구,83.7
2011,주택-전세,3.인천광역시,동구,84.6
2012,주택-전세,3.인천광역시,동구,85.4
2013,주택-전세,3.인천광역시,동구,87.5
2014,주택-전세,3.인천광역시,동구,92
2015,주택-전세,3.인천광역시,동구,95.5
2016,주택-전세,3.인천광역시,동구,96.6
2017,주택-전세,3.인천광역시,동구,97.5
2018,주택-전세,3.인천광역시,동구,97
2019,주택-전세,3.인천광역시,동구,96.6
2020,주택-전세,3.인천광역시,동구,97.9
2021,주택-전세,3.인천광역시,동구,102.4
2003,주택-전세,3.인천광역시,미추홀구,63.5
2004,주택-전세,3.인천광역시,미추홀구,59.3
2005,주택-전세,3.인천광역시,미추홀구,58.9
2006,주택-전세,3.인천광역시,미추홀구,61
2007,주택-전세,3.인천광역시,미추홀구,66.9
2008,주택-전세,3.인천광역시,미추홀구,75.1
2009,주택-전세,3.인천광역시,미추홀구,75.9
2010,주택-전세,3.인천광역시,미추홀구,79.4
2011,주택-전세,3.인천광역시,미추홀구,83
2012,주택-전세,3.인천광역시,미추홀구,83.3
2013,주택-전세,3.인천광역시,미추홀구,86
2014,주택-전세,3.인천광역시,미추홀구,87.9
2015,주택-전세,3.인천광역시,미추홀구,91.5
2016,주택-전세,3.인천광역시,미추홀구,92.9
2017,주택-전세,3.인천광역시,미추홀구,94.2
2018,주택-전세,3.인천광역시,미추홀구,94.3
2019,주택-전세,3.인천광역시,미추홀구,93.5
2020,주택-전세,3.인천광역시,미추홀구,97.7
2021,주택-전세,3.인천광역시,미추홀구,105.2
2003,주택-전세,3.인천광역시,부평구,52.3
2004,주택-전세,3.인천광역시,부평구,45.3
2005,주택-전세,3.인천광역시,부평구,45.8
2006,주택-전세,3.인천광역시,부평구,50.7
2007,주택-전세,3.인천광역시,부평구,54
2008,주택-전세,3.인천광역시,부평구,60
2009,주택-전세,3.인천광역시,부평구,62.6
2010,주택-전세,3.인천광역시,부평구,65.4
2011,주택-전세,3.인천광역시,부평구,68.1
2012,주택-전세,3.인천광역시,부평구,68
2013,주택-전세,3.인천광역시,부평구,73
2014,주택-전세,3.인천광역시,부평구,79.1
2015,주택-전세,3.인천광역시,부평구,84.6
2016,주택-전세,3.인천광역시,부평구,87.8
2017,주택-전세,3.인천광역시,부평구,89.9
2018,주택-전세,3.인천광역시,부평구,88.4
2019,주택-전세,3.인천광역시,부평구,89
2020,주택-전세,3.인천광역시,부평구,94.6
2021,주택-전세,3.인천광역시,부평구,103.8
2003,주택-전세,3.인천광역시,서구,49.2
2004,주택-전세,3.인천광역시,서구,43.3
2005,주택-전세,3.인천광역시,서구,45.5
2006,주택-전세,3.인천광역시,서구,51
2007,주택-전세,3.인천광역시,서구,53.5
2008,주택-전세,3.인천광역시,서구,63.9
2009,주택-전세,3.인천광역시,서구,64
2010,주택-전세,3.인천광역시,서구,66.6
2011,주택-전세,3.인천광역시,서구,70.4
2012,주택-전세,3.인천광역시,서구,70.7
2013,주택-전세,3.인천광역시,서구,76.2
2014,주택-전세,3.인천광역시,서구,79
2015,주택-전세,3.인천광역시,서구,83.6
2016,주택-전세,3.인천광역시,서구,85.5
2017,주택-전세,3.인천광역시,서구,86.5
2018,주택-전세,3.인천광역시,서구,85.6
2019,주택-전세,3.인천광역시,서구,86
2020,주택-전세,3.인천광역시,서구,92.4
2021,주택-전세,3.인천광역시,서구,103
2003,주택-전세,3.인천광역시,연수구,46.9
2004,주택-전세,3.인천광역시,연수구,46
2005,주택-전세,3.인천광역시,연수구,45
2006,주택-전세,3.인천광역시,연수구,50.5
2007,주택-전세,3.인천광역시,연수구,50.5
2008,주택-전세,3.인천광역시,연수구,50.5
2009,주택-전세,3.인천광역시,연수구,52
2010,주택-전세,3.인천광역시,연수구,57.9
2011,주택-전세,3.인천광역시,연수구,58.9
2012,주택-전세,3.인천광역시,연수구,62
2013,주택-전세,3.인천광역시,연수구,68.3
2014,주택-전세,3.인천광역시,연수구,73.3
2015,주택-전세,3.인천광역시,연수구,80.6
2016,주택-전세,3.인천광역시,연수구,82.3
2017,주택-전세,3.인천광역시,연수구,83.1
2018,주택-전세,3.인천광역시,연수구,80.7
2019,주택-전세,3.인천광역시,연수구,77.9
2020,주택-전세,3.인천광역시,연수구,90.6
2021,주택-전세,3.인천광역시,연수구,111.1
2003,주택-전세,3.인천광역시,중구,61.3
2004,주택-전세,3.인천광역시,중구,60.3
2005,주택-전세,3.인천광역시,중구,59.8
2006,주택-전세,3.인천광역시,중구,61.4
2007,주택-전세,3.인천광역시,중구,69.6
2008,주택-전세,3.인천광역시,중구,74.1
2009,주택-전세,3.인천광역시,중구,79.8
2010,주택-전세,3.인천광역시,중구,80.4
2011,주택-전세,3.인천광역시,중구,84.6
2012,주택-전세,3.인천광역시,중구,82.3
2013,주택-전세,3.인천광역시,중구,85.5
2014,주택-전세,3.인천광역시,중구,87.6
2015,주택-전세,3.인천광역시,중구,91.9
2016,주택-전세,3.인천광역시,중구,93.9
2017,주택-전세,3.인천광역시,중구,94.6
2018,주택-전세,3.인천광역시,중구,91.5
2019,주택-전세,3.인천광역시,중구,89.5
2020,주택-전세,3.인천광역시,중구,94.7
2021,주택-전세,3.인천광역시,중구,100.9
2003,주택-전세,4.경기도,,51.7
2004,주택-전세,4.경기도,,47.8
2005,주택-전세,4.경기도,,51.3
2006,주택-전세,4.경기도,,57
2007,주택-전세,4.경기도,,60
2008,주택-전세,4.경기도,,61.2
2009,주택-전세,4.경기도,,63
2010,주택-전세,4.경기도,,67
2011,주택-전세,4.경기도,,75.7
2012,주택-전세,4.경기도,,75.9
2013,주택-전세,4.경기도,,80.4
2014,주택-전세,4.경기도,,84.9
2015,주택-전세,4.경기도,,91.2
2016,주택-전세,4.경기도,,93
2017,주택-전세,4.경기도,,93.9
2018,주택-전세,4.경기도,,91.2
2019,주택-전세,4.경기도,,90.3
2020,주택-전세,4.경기도,,96.3
2021,주택-전세,4.경기도,,104.8
2003,주택-전세,4.경기도,고양시,49.9
2004,주택-전세,4.경기도,고양시,46.8
2005,주택-전세,4.경기도,고양시,49.5
2006,주택-전세,4.경기도,고양시,55.2
2007,주택-전세,4.경기도,고양시,56.8
2008,주택-전세,4.경기도,고양시,59.5
2009,주택-전세,4.경기도,고양시,61.8
2010,주택-전세,4.경기도,고양시,61.6
2011,주택-전세,4.경기도,고양시,69.4
2012,주택-전세,4.경기도,고양시,69.4
2013,주택-전세,4.경기도,고양시,73
2014,주택-전세,4.경기도,고양시,78.9
2015,주택-전세,4.경기도,고양시,88.6
2016,주택-전세,4.경기도,고양시,92
2017,주택-전세,4.경기도,고양시,92.4
2018,주택-전세,4.경기도,고양시,89.7
2019,주택-전세,4.경기도,고양시,87.4
2020,주택-전세,4.경기도,고양시,94.8
2021,주택-전세,4.경기도,고양시,105.5
2003,주택-전세,4.경기도,과천시,54
2004,주택-전세,4.경기도,과천시,55.1
2005,주택-전세,4.경기도,과천시,57.3
2006,주택-전세,4.경기도,과천시,63.2
2007,주택-전세,4.경기도,과천시,60.3
2008,주택-전세,4.경기도,과천시,52.6
2009,주택-전세,4.경기도,과천시,66.3
2010,주택-전세,4.경기도,과천시,68.6
2011,주택-전세,4.경기도,과천시,79.6
2012,주택-전세,4.경기도,과천시,77.5
2013,주택-전세,4.경기도,과천시,89.7
2014,주택-전세,4.경기도,과천시,91.4
2015,주택-전세,4.경기도,과천시,96.5
2016,주택-전세,4.경기도,과천시,97.8
2017,주택-전세,4.경기도,과천시,95.8
2018,주택-전세,4.경기도,과천시,97.2
2019,주택-전세,4.경기도,과천시,105.5
2020,주택-전세,4.경기도,과천시,101.8
2021,주택-전세,4.경기도,과천시,102.9
2003,주택-전세,4.경기도,광명시,51.7
2004,주택-전세,4.경기도,광명시,49.6
2005,주택-전세,4.경기도,광명시,49.2
2006,주택-전세,4.경기도,광명시,54.1
2007,주택-전세,4.경기도,광명시,56.3
2008,주택-전세,4.경기도,광명시,58.1
2009,주택-전세,4.경기도,광명시,57
2010,주택-전세,4.경기도,광명시,61.4
2011,주택-전세,4.경기도,광명시,69
2012,주택-전세,4.경기도,광명시,67.7
2013,주택-전세,4.경기도,광명시,72.9
2014,주택-전세,4.경기도,광명시,77.5
2015,주택-전세,4.경기도,광명시,83
2016,주택-전세,4.경기도,광명시,85.9
2017,주택-전세,4.경기도,광명시,89.4
2018,주택-전세,4.경기도,광명시,88.8
2019,주택-전세,4.경기도,광명시,89.1
2020,주택-전세,4.경기도,광명시,97.6
2021,주택-전세,4.경기도,광명시,104.6
2003,주택-전세,4.경기도,광주시,60.1
2004,주택-전세,4.경기도,광주시,54
2005,주택-전세,4.경기도,광주시,59.5
2006,주택-전세,4.경기도,광주시,67.1
2007,주택-전세,4.경기도,광주시,69.4
2008,주택-전세,4.경기도,광주시,69.9
2009,주택-전세,4.경기도,광주시,71.1
2010,주택-전세,4.경기도,광주시,73.6
2011,주택-전세,4.경기도,광주시,84.4
2012,주택-전세,4.경기도,광주시,85.2
2013,주택-전세,4.경기도,광주시,86.3
2014,주택-전세,4.경기도,광주시,89
2015,주택-전세,4.경기도,광주시,93.8
2016,주택-전세,4.경기도,광주시,94.9
2017,주택-전세,4.경기도,광주시,96
2018,주택-전세,4.경기도,광주시,94.8
2019,주택-전세,4.경기도,광주시,94.6
2020,주택-전세,4.경기도,광주시,97.1
2021,주택-전세,4.경기도,광주시,103.6
2003,주택-전세,4.경기도,구리시,47.7
2004,주택-전세,4.경기도,구리시,45
2005,주택-전세,4.경기도,구리시,45.2
2006,주택-전세,4.경기도,구리시,54
2007,주택-전세,4.경기도,구리시,56.9
2008,주택-전세,4.경기도,구리시,53.7
2009,주택-전세,4.경기도,구리시,59.4
2010,주택-전세,4.경기도,구리시,64.4
2011,주택-전세,4.경기도,구리시,75.1
2012,주택-전세,4.경기도,구리시,75.3
2013,주택-전세,4.경기도,구리시,79.2
2014,주택-전세,4.경기도,구리시,83.6
2015,주택-전세,4.경기도,구리시,91.6
2016,주택-전세,4.경기도,구리시,92.6
2017,주택-전세,4.경기도,구리시,92.9
2018,주택-전세,4.경기도,구리시,89.4
2019,주택-전세,4.경기도,구리시,87.9
2020,주택-전세,4.경기도,구리시,97.3
2021,주택-전세,4.경기도,구리시,103
2003,주택-전세,4.경기도,군포시,49.6
2004,주택-전세,4.경기도,군포시,47.7
2005,주택-전세,4.경기도,군포시,52.3
2006,주택-전세,4.경기도,군포시,62.5
2007,주택-전세,4.경기도,군포시,61.6
2008,주택-전세,4.경기도,군포시,61.4
2009,주택-전세,4.경기도,군포시,64.4
2010,주택-전세,4.경기도,군포시,67.2
2011,주택-전세,4.경기도,군포시,80.9
2012,주택-전세,4.경기도,군포시,75.6
2013,주택-전세,4.경기도,군포시,81
2014,주택-전세,4.경기도,군포시,85
2015,주택-전세,4.경기도,군포시,94.2
2016,주택-전세,4.경기도,군포시,96.8
2017,주택-전세,4.경기도,군포시,97.4
2018,주택-전세,4.경기도,군포시,95.5
2019,주택-전세,4.경기도,군포시,91.7
2020,주택-전세,4.경기도,군포시,97.1
2021,주택-전세,4.경기도,군포시,107.3
2003,주택-전세,4.경기도,김포시,57.1
2004,주택-전세,4.경기도,김포시,51.7
2005,주택-전세,4.경기도,김포시,55
2006,주택-전세,4.경기도,김포시,65.1
2007,주택-전세,4.경기도,김포시,66
2008,주택-전세,4.경기도,김포시,66.6
2009,주택-전세,4.경기도,김포시,68.7
2010,주택-전세,4.경기도,김포시,71.1
2011,주택-전세,4.경기도,김포시,73.2
2012,주택-전세,4.경기도,김포시,73.3
2013,주택-전세,4.경기도,김포시,79.2
2014,주택-전세,4.경기도,김포시,85.2
2015,주택-전세,4.경기도,김포시,95.1
2016,주택-전세,4.경기도,김포시,97.2
2017,주택-전세,4.경기도,김포시,97.2
2018,주택-전세,4.경기도,김포시,94.8
2019,주택-전세,4.경기도,김포시,94.1
2020,주택-전세,4.경기도,김포시,97.8
2021,주택-전세,4.경기도,김포시,104
2003,주택-전세,4.경기도,남양주시,47.1
2004,주택-전세,4.경기도,남양주시,42.9
2005,주택-전세,4.경기도,남양주시,41.2
2006,주택-전세,4.경기도,남양주시,48.3
2007,주택-전세,4.경기도,남양주시,51.6
2008,주택-전세,4.경기도,남양주시,57.2
2009,주택-전세,4.경기도,남양주시,59.8
2010,주택-전세,4.경기도,남양주시,63.7
2011,주택-전세,4.경기도,남양주시,73.4
2012,주택-전세,4.경기도,남양주시,71.8
2013,주택-전세,4.경기도,남양주시,76.1
2014,주택-전세,4.경기도,남양주시,79.6
2015,주택-전세,4.경기도,남양주시,86.3
2016,주택-전세,4.경기도,남양주시,87.9
2017,주택-전세,4.경기도,남양주시,88.5
2018,주택-전세,4.경기도,남양주시,86.8
2019,주택-전세,4.경기도,남양주시,86.2
2020,주택-전세,4.경기도,남양주시,93.2
2021,주택-전세,4.경기도,남양주시,105.8
2003,주택-전세,4.경기도,동두천시,49.7
2004,주택-전세,4.경기도,동두천시,41.2
2005,주택-전세,4.경기도,동두천시,42.8
2006,주택-전세,4.경기도,동두천시,43.4
2007,주택-전세,4.경기도,동두천시,53.4
2008,주택-전세,4.경기도,동두천시,72.3
2009,주택-전세,4.경기도,동두천시,71.4
2010,주택-전세,4.경기도,동두천시,70.7
2011,주택-전세,4.경기도,동두천시,81.8
2012,주택-전세,4.경기도,동두천시,81.4
2013,주택-전세,4.경기도,동두천시,84.2
2014,주택-전세,4.경기도,동두천시,85.9
2015,주택-전세,4.경기도,동두천시,91.5
2016,주택-전세,4.경기도,동두천시,93.7
2017,주택-전세,4.경기도,동두천시,95.4
2018,주택-전세,4.경기도,동두천시,94.4
2019,주택-전세,4.경기도,동두천시,94.3
2020,주택-전세,4.경기도,동두천시,94.7
2021,주택-전세,4.경기도,동두천시,103.5
2003,주택-전세,4.경기도,부천시,51.7
2004,주택-전세,4.경기도,부천시,47.7
2005,주택-전세,4.경기도,부천시,48.8
2006,주택-전세,4.경기도,부천시,52.7
2007,주택-전세,4.경기도,부천시,56.1
2008,주택-전세,4.경기도,부천시,60.5
2009,주택-전세,4.경기도,부천시,62.9
2010,주택-전세,4.경기도,부천시,67.2
2011,주택-전세,4.경기도,부천시,71.5
2012,주택-전세,4.경기도,부천시,72.7
2013,주택-전세,4.경기도,부천시,78.5
2014,주택-전세,4.경기도,부천시,82.4
2015,주택-전세,4.경기도,부천시,88.9
2016,주택-전세,4.경기도,부천시,91.5
2017,주택-전세,4.경기도,부천시,93.2
2018,주택-전세,4.경기도,부천시,92.8
2019,주택-전세,4.경기도,부천시,93
2020,주택-전세,4.경기도,부천시,96.8
2021,주택-전세,4.경기도,부천시,104.1
2003,주택-전세,4.경기도,성남시,55.4
2004,주택-전세,4.경기도,성남시,50.6
2005,주택-전세,4.경기도,성남시,58.3
2006,주택-전세,4.경기도,성남시,60.9
2007,주택-전세,4.경기도,성남시,63.5
2008,주택-전세,4.경기도,성남시,62.2
2009,주택-전세,4.경기도,성남시,62.3
2010,주택-전세,4.경기도,성남시,68.9
2011,주택-전세,4.경기도,성남시,76.9
2012,주택-전세,4.경기도,성남시,76.4
2013,주택-전세,4.경기도,성남시,81.6
2014,주택-전세,4.경기도,성남시,86.7
2015,주택-전세,4.경기도,성남시,90.9
2016,주택-전세,4.경기도,성남시,92
2017,주택-전세,4.경기도,성남시,94.7
2018,주택-전세,4.경기도,성남시,93.2
2019,주택-전세,4.경기도,성남시,93.2
2020,주택-전세,4.경기도,성남시,98.2
2021,주택-전세,4.경기도,성남시,101.3
2003,주택-전세,4.경기도,수원시,49.5
2004,주택-전세,4.경기도,수원시,44.2
2005,주택-전세,4.경기도,수원시,49.7
2006,주택-전세,4.경기도,수원시,57.4
2007,주택-전세,4.경기도,수원시,58.7
2008,주택-전세,4.경기도,수원시,56.3
2009,주택-전세,4.경기도,수원시,59.3
2010,주택-전세,4.경기도,수원시,64.1
2011,주택-전세,4.경기도,수원시,72.7
2012,주택-전세,4.경기도,수원시,71.4
2013,주택-전세,4.경기도,수원시,76.1
2014,주택-전세,4.경기도,수원시,82.4
2015,주택-전세,4.경기도,수원시,87.6
2016,주택-전세,4.경기도,수원시,89.4
2017,주택-전세,4.경기도,수원시,90.3
2018,주택-전세,4.경기도,수원시,88.5
2019,주택-전세,4.경기도,수원시,87.4
2020,주택-전세,4.경기도,수원시,96.9
2021,주택-전세,4.경기도,수원시,104.1
2003,주택-전세,4.경기도,시흥시,45.2
2004,주택-전세,4.경기도,시흥시,41.4
2005,주택-전세,4.경기도,시흥시,44
2006,주택-전세,4.경기도,시흥시,49.4
2007,주택-전세,4.경기도,시흥시,56.2
2008,주택-전세,4.경기도,시흥시,58.5
2009,주택-전세,4.경기도,시흥시,59.8
2010,주택-전세,4.경기도,시흥시,65.7
2011,주택-전세,4.경기도,시흥시,72
2012,주택-전세,4.경기도,시흥시,74.4
2013,주택-전세,4.경기도,시흥시,79.2
2014,주택-전세,4.경기도,시흥시,83.2
2015,주택-전세,4.경기도,시흥시,91.5
2016,주택-전세,4.경기도,시흥시,93.4
2017,주택-전세,4.경기도,시흥시,94
2018,주택-전세,4.경기도,시흥시,89.5
2019,주택-전세,4.경기도,시흥시,87.6
2020,주택-전세,4.경기도,시흥시,90.7
2021,주택-전세,4.경기도,시흥시,111.5
2003,주택-전세,4.경기도,안산시,45.7
2004,주택-전세,4.경기도,안산시,45.3
2005,주택-전세,4.경기도,안산시,46.4
2006,주택-전세,4.경기도,안산시,53.8
2007,주택-전세,4.경기도,안산시,64.5
2008,주택-전세,4.경기도,안산시,64.7
2009,주택-전세,4.경기도,안산시,64.3
2010,주택-전세,4.경기도,안산시,70.1
2011,주택-전세,4.경기도,안산시,80.2
2012,주택-전세,4.경기도,안산시,81.4
2013,주택-전세,4.경기도,안산시,85.8
2014,주택-전세,4.경기도,안산시,89.5
2015,주택-전세,4.경기도,안산시,97.6
2016,주택-전세,4.경기도,안산시,98.7
2017,주택-전세,4.경기도,안산시,99.3
2018,주택-전세,4.경기도,안산시,92
2019,주택-전세,4.경기도,안산시,92.9
2020,주택-전세,4.경기도,안산시,95.7
2021,주택-전세,4.경기도,안산시,107.8
2003,주택-전세,4.경기도,안성시,65.4
2004,주택-전세,4.경기도,안성시,66.6
2005,주택-전세,4.경기도,안성시,67.7
2006,주택-전세,4.경기도,안성시,71.5
2007,주택-전세,4.경기도,안성시,71.1
2008,주택-전세,4.경기도,안성시,73.3
2009,주택-전세,4.경기도,안성시,74.7
2010,주택-전세,4.경기도,안성시,75.8
2011,주택-전세,4.경기도,안성시,81.8
2012,주택-전세,4.경기도,안성시,84.8
2013,주택-전세,4.경기도,안성시,91.8
2014,주택-전세,4.경기도,안성시,98.3
2015,주택-전세,4.경기도,안성시,103.5
2016,주택-전세,4.경기도,안성시,104.4
2017,주택-전세,4.경기도,안성시,105.2
2018,주택-전세,4.경기도,안성시,96.3
2019,주택-전세,4.경기도,안성시,94.2
2020,주택-전세,4.경기도,안성시,96.5
2021,주택-전세,4.경기도,안성시,107.6
2003,주택-전세,4.경기도,안양시,48.1
2004,주택-전세,4.경기도,안양시,46
2005,주택-전세,4.경기도,안양시,50.8
2006,주택-전세,4.경기도,안양시,58.6
2007,주택-전세,4.경기도,안양시,60.7
2008,주택-전세,4.경기도,안양시,60.1
2009,주택-전세,4.경기도,안양시,60.3
2010,주택-전세,4.경기도,안양시,64.6
2011,주택-전세,4.경기도,안양시,74.1
2012,주택-전세,4.경기도,안양시,72.9
2013,주택-전세,4.경기도,안양시,76.9
2014,주택-전세,4.경기도,안양시,82.3
2015,주택-전세,4.경기도,안양시,90.2
2016,주택-전세,4.경기도,안양시,92.2
2017,주택-전세,4.경기도,안양시,93.1
2018,주택-전세,4.경기도,안양시,92.1
2019,주택-전세,4.경기도,안양시,91.4
2020,주택-전세,4.경기도,안양시,97.8
2021,주택-전세,4.경기도,안양시,103.8
2003,주택-전세,4.경기도,양주시,45.6
2004,주택-전세,4.경기도,양주시,44.1
2005,주택-전세,4.경기도,양주시,42.2
2006,주택-전세,4.경기도,양주시,45.2
2007,주택-전세,4.경기도,양주시,49.4
2008,주택-전세,4.경기도,양주시,61.7
2009,주택-전세,4.경기도,양주시,62.2
2010,주택-전세,4.경기도,양주시,62
2011,주택-전세,4.경기도,양주시,72.9
2012,주택-전세,4.경기도,양주시,79
2013,주택-전세,4.경기도,양주시,81.5
2014,주택-전세,4.경기도,양주시,84.2
2015,주택-전세,4.경기도,양주시,90.6
2016,주택-전세,4.경기도,양주시,93.8
2017,주택-전세,4.경기도,양주시,95.2
2018,주택-전세,4.경기도,양주시,93.5
2019,주택-전세,4.경기도,양주시,92.1
2020,주택-전세,4.경기도,양주시,94.6
2021,주택-전세,4.경기도,양주시,107.2
2012,주택-전세,4.경기도,여주시,95.4
2013,주택-전세,4.경기도,여주시,96.6
2014,주택-전세,4.경기도,여주시,98.4
2015,주택-전세,4.경기도,여주시,100.6
2016,주택-전세,4.경기도,여주시,101.7
2017,주택-전세,4.경기도,여주시,102.6
2018,주택-전세,4.경기도,여주시,102.3
2019,주택-전세,4.경기도,여주시,99.9
2020,주택-전세,4.경기도,여주시,99.3
2021,주택-전세,4.경기도,여주시,101.9
2003,주택-전세,4.경기도,오산시,50
2004,주택-전세,4.경기도,오산시,46.6
2005,주택-전세,4.경기도,오산시,49.9
2006,주택-전세,4.경기도,오산시,53.9
2007,주택-전세,4.경기도,오산시,51.2
2008,주택-전세,4.경기도,오산시,54.6
2009,주택-전세,4.경기도,오산시,57.3
2010,주택-전세,4.경기도,오산시,62.7
2011,주택-전세,4.경기도,오산시,76
2012,주택-전세,4.경기도,오산시,77.5
2013,주택-전세,4.경기도,오산시,82.1
2014,주택-전세,4.경기도,오산시,90
2015,주택-전세,4.경기도,오산시,95.5
2016,주택-전세,4.경기도,오산시,96.5
2017,주택-전세,4.경기도,오산시,96.1
2018,주택-전세,4.경기도,오산시,89.3
2019,주택-전세,4.경기도,오산시,88.6
2020,주택-전세,4.경기도,오산시,95.3
2021,주택-전세,4.경기도,오산시,106
2003,주택-전세,4.경기도,용인시,46.9
2004,주택-전세,4.경기도,용인시,40.6
2005,주택-전세,4.경기도,용인시,52.8
2006,주택-전세,4.경기도,용인시,55.7
2007,주택-전세,4.경기도,용인시,57.9
2008,주택-전세,4.경기도,용인시,56.8
2009,주택-전세,4.경기도,용인시,59
2010,주택-전세,4.경기도,용인시,65.2
2011,주택-전세,4.경기도,용인시,76.7
2012,주택-전세,4.경기도,용인시,76.5
2013,주택-전세,4.경기도,용인시,79.6
2014,주택-전세,4.경기도,용인시,84.4
2015,주택-전세,4.경기도,용인시,89.1
2016,주택-전세,4.경기도,용인시,90.2
2017,주택-전세,4.경기도,용인시,90.3
2018,주택-전세,4.경기도,용인시,86.6
2019,주택-전세,4.경기도,용인시,84.8
2020,주택-전세,4.경기도,용인시,96.7
2021,주택-전세,4.경기도,용인시,104
2003,주택-전세,4.경기도,의왕시,45.2
2004,주택-전세,4.경기도,의왕시,43.6
2005,주택-전세,4.경기도,의왕시,48.3
2006,주택-전세,4.경기도,의왕시,55
2007,주택-전세,4.경기도,의왕시,56.4
2008,주택-전세,4.경기도,의왕시,53.5
2009,주택-전세,4.경기도,의왕시,54.9
2010,주택-전세,4.경기도,의왕시,59.6
2011,주택-전세,4.경기도,의왕시,70.4
2012,주택-전세,4.경기도,의왕시,69.2
2013,주택-전세,4.경기도,의왕시,79.4
2014,주택-전세,4.경기도,의왕시,84.2
2015,주택-전세,4.경기도,의왕시,90.1
2016,주택-전세,4.경기도,의왕시,92.2
2017,주택-전세,4.경기도,의왕시,93.8
2018,주택-전세,4.경기도,의왕시,93.4
2019,주택-전세,4.경기도,의왕시,88.1
2020,주택-전세,4.경기도,의왕시,94.8
2021,주택-전세,4.경기도,의왕시,104.6
2003,주택-전세,4.경기도,의정부시,51.1
2004,주택-전세,4.경기도,의정부시,47.1
2005,주택-전세,4.경기도,의정부시,46.2
2006,주택-전세,4.경기도,의정부시,50.7
2007,주택-전세,4.경기도,의정부시,57.4
2008,주택-전세,4.경기도,의정부시,62
2009,주택-전세,4.경기도,의정부시,62.1
2010,주택-전세,4.경기도,의정부시,64.8
2011,주택-전세,4.경기도,의정부시,72.2
2012,주택-전세,4.경기도,의정부시,75.6
2013,주택-전세,4.경기도,의정부시,79.4
2014,주택-전세,4.경기도,의정부시,81.2
2015,주택-전세,4.경기도,의정부시,86.9
2016,주택-전세,4.경기도,의정부시,89.7
2017,주택-전세,4.경기도,의정부시,90.8
2018,주택-전세,4.경기도,의정부시,90.5
2019,주택-전세,4.경기도,의정부시,90.2
2020,주택-전세,4.경기도,의정부시,94.7
2021,주택-전세,4.경기도,의정부시,104.3
2003,주택-전세,4.경기도,이천시,64.5
2004,주택-전세,4.경기도,이천시,63.1
2005,주택-전세,4.경기도,이천시,64.1
2006,주택-전세,4.경기도,이천시,66
2007,주택-전세,4.경기도,이천시,72.1
2008,주택-전세,4.경기도,이천시,75.8
2009,주택-전세,4.경기도,이천시,75.3
2010,주택-전세,4.경기도,이천시,78.1
2011,주택-전세,4.경기도,이천시,85
2012,주택-전세,4.경기도,이천시,85.2
2013,주택-전세,4.경기도,이천시,89.2
2014,주택-전세,4.경기도,이천시,91.1
2015,주택-전세,4.경기도,이천시,97.4
2016,주택-전세,4.경기도,이천시,99.3
2017,주택-전세,4.경기도,이천시,99.8
2018,주택-전세,4.경기도,이천시,99.6
2019,주택-전세,4.경기도,이천시,97.5
2020,주택-전세,4.경기도,이천시,98.3
2021,주택-전세,4.경기도,이천시,106.5
2003,주택-전세,4.경기도,파주시,59.4
2004,주택-전세,4.경기도,파주시,53.5
2005,주택-전세,4.경기도,파주시,57.5
2006,주택-전세,4.경기도,파주시,61.5
2007,주택-전세,4.경기도,파주시,63.7
2008,주택-전세,4.경기도,파주시,70.5
2009,주택-전세,4.경기도,파주시,72.9
2010,주택-전세,4.경기도,파주시,73.1
2011,주택-전세,4.경기도,파주시,80.2
2012,주택-전세,4.경기도,파주시,78.7
2013,주택-전세,4.경기도,파주시,84.1
2014,주택-전세,4.경기도,파주시,89.7
2015,주택-전세,4.경기도,파주시,98.9
2016,주택-전세,4.경기도,파주시,101.4
2017,주택-전세,4.경기도,파주시,101.3
2018,주택-전세,4.경기도,파주시,96
2019,주택-전세,4.경기도,파주시,96.1
2020,주택-전세,4.경기도,파주시,97
2021,주택-전세,4.경기도,파주시,104.3
2003,주택-전세,4.경기도,평택시,69.8
2004,주택-전세,4.경기도,평택시,65.8
